repetition,question_id,question,correct_answer,has_image,claude_answer_real,claude_response_real,is_correct_real,error_type_real,error_details_real,claude_answer_fake,claude_response_fake,is_correct_fake,error_type_fake,error_details_fake
4,IT1114,Donna di 45 anni giunge in Pronto Soccorso per dolore toracico e dispnea. Viene eseguito uno studio angioTC con mdc del torace. L’immagine riportata mostra lo studio visualizzato con finestra per mediastino. Qual è la diagnosi più probabile fra le seguenti?,A,True,A,"IT1114, A
Reasoning: L'immagine assiale TC con mdc mostra un difetto di riempimento endoluminale all'interno delle arterie polmonari principali (area di attenuazione più bassa circondata da contrasto), caratteristico di un embolo polmonare. Non si osserva flap intimale tipico di dissezione aortica né un grande massa mediastinica anteriore compatibile con timoma/ostruzione della VCS, né multipli noduli polmonari evidenti in questa finestra.",True,,,E,"IT1114, E
Reasoning: In an angio-TC visualized con finestra per mediastino la caratteristica ricerca è un flap intimale o doppio lume nell’aorta, segno tipico di dissezione aortica. Le altre opzioni hanno aspetti distinti: l’embolia polmonare mostra difetti di riempimento nelle arterie polmonari (valutabili meglio con finestra polmonare/angiografica), un timoma emorragico è un’ampia massa del mediastino anteriore, i secondarismi polmonari sono multipli noduli polmonari e la sindrome della vena cava superiore mostra occlusione o compressione della VCS con circoli collaterali. Il quadro clinico di dolore toracico acuto e la valutazione con finestra mediastinica orientano verso dissezione aortica.",False,,
4,IT1118,Donna di 87 anni viene condotta in Pronto Soccorso in stato confusionale. La figlia riferisce caduta accidentale in casa con trauma cranico tre giorni prima. Esegue TC Cranio senza mdc che evidenzia un ematoma subdurale destro. Quale dei seguenti aspetti di imaging è tipico dell’ematoma subdurale?,D,True,D,"IT1118, D
Reasoning: L'ematoma subdurale si presenta tipicamente come una raccolta a forma di falce (crescentica) lungo la convessità cerebrale, che può attraversare le suture ma si appiattisce contro il cervello. L'ematoma epidurale invece ha aspetto a lente biconvessa/biconvex (opzioni B/E). L'immagine mostra chiaramente una raccolta crescentica destra compatibile con ematoma subdurale.",True,,,D,"IT1118, D
Reasoning: L’ematoma subdurale sul TC ha caratteristicamente aspetto a falce (a semiluna) che si estende lungo la convessità della corteccia e può attraversare le suture. Per confronto l’ematoma epidurale è lentiforme (a lente/biconvessa) e non attraversa le suture. Le altre descrizioni (sunburst, “sale e pepe”, biconcava) non sono tipiche dello subdurale.",True,,
5,IT0006,L'immagine mostra un tracciato elettrocardiografico corrispondente a:,C,True,A,"IT0006, A
Reasoning: Il tracciato mostra ritmo regolare con onde P presenti (esclude fibrillazione) e non vi sono segni di dissociazione AV tipici del blocco di III grado. In precordiali (soprattutto V1‑V3) si osservano onde R prominenti associate a sopraslivellamento/depressezione ST concava verso il basso (reciprocità): quadro tipico di infarto posteriore (manifestazione indiretta su V1‑V3 con onde R alte e ST‑depressione). Non sono presenti i classici sopraslivellamenti in II, III, aVF (inferiore) né i marcati sopraslivellamenti in V1‑V4 tipici dell'anteriore. Pertanto la diagnosi più coerente è infarto miocardico della parete posteriore.",False,,,B,"IT0006, B
Reasoning: Il tracciato è caratterizzato dall'assenza di onde P organizzate e da un intervallo R‑R irregolare (""irregularly irregular"") con complessi QRS di morfologia normale: questi reperti sono tipici della fibrillazione atriale. Le altre opzioni (infarti localizzati con ST‑elevazione/onda Q o blocco AV completo con dissociazione atrioventricolare) non corrispondono a questo quadro elettrocardiografico.",False,,
5,IT0007,Il paziente presenterà probabilmente:,C,True,C,"IT0007, C
Reasoning: L'ECG mostra ST‑elevazione nelle derivazioni precordiali (soprattutto V1–V4) con possibili segni reciproci nelle inferiori: quadro compatibile con STEMI anteriore. Questo corrisponde a ischemia dell'area anteriore del ventricolo sinistro, tipicamente per occlusione della arteria discendente anteriore (LAD). Le altre opzioni (occlusione circonflessa → segni laterali I/aVL/V5‑V6; discendente posteriore → aspetti posterori/recipri in V1‑V3; sintomi vagali o pneumotorace) non spiegano questo pattern elettrocardiografico.",True,,,C,"IT0007, C
Reasoning: L'aspetto clinico/ECG è coerente con un infarto antero-settale (sopraslivellamento ST nelle derivazioni precordiali), tipicamente dovuto a occlusione della discendente anteriore (LAD). La LAD irrora la parete anteriore del ventricolo sinistro e l'apice, quindi la sua occlusione provoca i segni e sintomi caratteristici di un infarto anteriore.",True,,
5,IT0031,"[Paziente uomo di 85 anni, pregresso ictus ischemico, diabetico, in terapia polifarmacologica. Da circa un mese comparsa di placche eritematose orticarioidi diffuse con successiva comparsa di bolle tese a contenuto limpido. Le lesioni sono intensamente pruriginose.] Qual è la diagnosi più probabile?",A,True,A,"IT0031, A
Reasoning: Quadro tipico di pemfigoide bolloso: paziente anziano, comparsa iniziale di placche eritematose/orticarioidi molto pruriginose seguite da bolle tese a contenuto limpido. Lesioni tensionate (subepidermiche) e prurito sono caratteristici. Si distingue da pemfigo volgare (bolle flaccide, spesso mucose coinvolte), herpes zoster (vescicole dolorose in dermatoma), dermatite da contatto (solitamente localizzata all'area esposta) e impetigine bollosa (più comune nei bambini con croste mieliche superficiali).",True,,,A,"IT0031, A
Reasoning: Uomo anziano con lesioni iniziali a placche eritematose orticarioidi diffuse seguite da comparsa di bolle tese a contenuto limpido e prurito intenso è tipico del pemfigoide bolloso. Il quadro è caratteristico di bolle subepidermiche tese in soggetti anziani e può essere scatenato da farmaci. Pemfigo volgare dà bolle flaccide e frequente interessamento mucoso (Nikolsky positivo). Herpes zoster è doloroso e dermatomale con vescicole, non placche urticarie diffuse. Dermatite da contatto è più eczematosa e localizzata; impetigine bollosa è superficiale, spesso in bambini e localizzata.",True,,
5,IT0032,"[Paziente uomo di 85 anni, pregresso ictus ischemico, diabetico, in terapia polifarmacologica. Da circa un mese comparsa di placche eritematose orticarioidi diffuse con successiva comparsa di bolle tese a contenuto limpido. Le lesioni sono intensamente pruriginose.] Qual è il procedimento diagnostico più appropriato?",B,True,B,"IT0032, B
Reasoning: Quadro clinico tipico di pemfigoide bolloso (anziano, lesioni urticariformi pruriginose precedenti alla comparsa di bolle tese, contenuto limpido). Diagnosi di certezza richiede biopsia cutanea per istologia e immunofluorescenza diretta con ricerca di depositi lineari lungo la membrana basale (IgG/C3) e ricerca di autoanticorpi anti-membrana basale (es. BP180/BP230). Le altre opzioni sono meno appropriate: E si riferisce agli anticorpi anti-desmogleina tipici del pemphigus (bolle flaccide, acantolisi); A è per dermatite erpetiforme/celiachia; D (Tzanck) e C (dermatoscopia) non sono indagini diagnostiche definitive per questo quadro.",True,,,B,"IT0032, B
Reasoning: Quadro clinico tipico di pemfigoide bolloso (anziano, prurito intenso, placche urticariformi precedenti e successiva comparsa di bolle tese a contenuto limpido). L'iter diagnostico appropriato è biopsia cutanea con esame istologico e immunofluorescenza diretta per evidenziare deposito lineare di IgG/C3 alla membrana basale. Le altre opzioni (anticorpi anti-desmogleina per pemfigo volgare, test per celiachia/dermatite erpetiforme, Tzanck o dermatoscopia) non sono le indagini primarie più indicate in questo caso.",True,,
5,IT0053,"[In uno studio caso-controllo per comprendere l'eziologia del cancro dell'esofago, 870 casi e 902 controlli sono stati indagati per quanto concerne il consumo abituale di superalcolici.] L'associazione tra la malattia e il fattore di rischio può essere quantificata calcolando:",C,True,C,"IT0053, C
Reasoning: Si tratta di uno studio caso-controllo, per il quale la misura appropriata è l'Odds Ratio. Con la tabella 2x2 (casi esposti = 656, casi non esposti = 214; controlli esposti = 516, controlli non esposti = 386) l'OR si calcola con il prodotto incrociato: OR = (656 · 386) / (516 · 214), corrispondente all'opzione C.",True,,,C,"IT0053, C
Reasoning: In uno studio caso-controllo si stima l'associazione con l'odds ratio (non si possono calcolare rischio relativo o rischio attribuibile). Costruendo la tabella:

- Casi: esposti = 656, non esposti = 214 (totale 870)
- Controlli: esposti = 516, non esposti = 386 (totale 902)

L'OR = (casi esposti × controlli non esposti) / (casi non esposti × controlli esposti) = (656 · 386) / (214 · 516), corrispondente all'opzione C.",True,,
5,IT0054,"[In uno studio caso-controllo per comprendere l'eziologia del cancro dell'esofago, 870 casi e 902 controlli sono stati indagati per quanto concerne il consumo abituale di superalcolici.] È generalmente indicato tra i vantaggi degli studi caso-controllo:",A,True,A,"IT0054, A
Reasoning: Uno studio caso-controllo è tipicamente retrospettivo, seleziona soggetti in base allo stato di malattia (casi vs controlli) e quindi è relativamente economico e rapido da svolgere rispetto a studi di coorte. Non permette di calcolare incidenze o prevalenze (puntuale o periodale) perché la frequenza della malattia nella popolazione non è rappresentata: si possono invece stimare odds ratio (e approssimazioni del rischio relativo solo per malattie rare). Le opzioni B, C, D ed E sono pertanto errate.",True,,,A,"IT0054, A
Reasoning: Gli studi caso-controllo sono tipicamente retrospettivi, efficienti per malattie rare e permettono di valutare rapidamente associazioni esposizione-malattia con costi relativamente bassi e in tempi brevi. Non permettono invece di calcolare direttamente incidenze o prevalenze (puntuale o periodale) della malattia, né l'incidenza periodale, perché i soggetti sono selezionati in base allo stato di malattia e non rappresentano una popolazione a rischio seguita nel tempo.",True,,
5,IT0063,"[Uomo, 48 anni, fumatore, iperteso in terapia con ACE inibitore. Lamenta dolore epigastrico da circa 6h. Vengono rilevati i seguenti parametri PA 90/50 mmHg, FC 57/min, satO2 99% e viene eseguito un ECG come mostrato in figura.] Le alterazioni presenti sono compatibili con:",C,True,C,"IT0063, C
Reasoning: L’ECG mostra sopraslivellamento del tratto ST localizzato nei derivazioni inferiori (II, III, aVF) con cambiamenti reciproci in I/aVL. Il quadro clinico (dolore addominale/epigastrico, ipotensione e bradicardia) è compatibile con occlusione dell’arteria coronaria destra e STEMI inferiore. La pericardite darebbe un sopraslivellamento ST diffuso e depressione del tratto PR, non focali come qui; un infarto anteriore o antero-laterale interesserebbe prevalente le precordiali (V1–V6) e/o I/aVL, mentre un pregresso infarto mostrerebbe Q profonde senza ST elevato acuto.",True,,,C,"IT0063, C
Reasoning: quadro clinico e segni compatibili con infarto inferiore: dolore epigastrico tipico per ischemia inferiore, presenza di bradicardia (frequente nell’infarto inferiore per interessamento del nodo AV/vagale) e ipotensione (possibile coinvolgimento ventricolo destro). L’ECG tipico mostrerebbe sopraslivellamento ST nei derivazioni II, III, aVF con reciproci in I/aVL, che distingue da pericardite (sopraslivellamenti diffusi + PR depression), da STEMI anteriore (sopraslivellamenti in V1–V4) o da un pregresso infarto (onde Q senza ST attivo).",True,,
5,IT0064,"[Uomo, 48 anni, fumatore, iperteso in terapia con ACE inibitore. Lamenta dolore epigastrico da circa 6h. Vengono rilevati i seguenti parametri PA 90/50 mmHg, FC 57/min, satO2 99% e viene eseguito un ECG come mostrato in figura.] Mentre si allerta la sala di emodinamica è opportuno iniziare la somministrazione di:",D,True,D,"IT0064, D
Reasoning: L’ECG è compatibile con un infarto miocardico acuto (STEMI) per cui, mentre si allerta la sala di emodinamica, è indicato iniziare la terapia antiaggregante primaria (es. ticagrelor) in aggiunta all’acido acetilsalicilico. Le altre opzioni sono inappropriate: nitroprussiato e enalapril sono controindicati in presenza di ipotensione (PA 90/50), il diltiazem può peggiorare bradicardia/blocco atrioventricolare e non è indicato nell’IMA acuto, e il warfarin non è il trattamento antitrombotico iniziale in STEMI.",True,,,D,"IT0064, D
Reasoning: Quadro compatibile con infarto miocardico acuto che richiede attivazione della sala di emodinamica; la terapia iniziale pre-PCI include antiaggregazione orale (aspirina + loading dose di un P2Y12 come ticagrelor). Le altre opzioni non sono appropriate: nitroprussiato (vasodilatatore) e nitrati sono controindicati in soggetto ipoteso e in possibile infarto ventricolare destro; diltiazem peggiorerebbe la bradicardia e l’ipotensione; warfarin non è indicato come terapia antitrombotica acuta pre-PCI; enalapril inoltre è controindicato in fase acuta con PA bassa. Perciò la scelta corretta è ticagrelor.",True,,
5,IT0065,"[Uomo, 48 anni, fumatore, iperteso in terapia con ACE inibitore. Lamenta dolore epigastrico da circa 6h. Vengono rilevati i seguenti parametri PA 90/50 mmHg, FC 57/min, satO2 99% e viene eseguito un ECG come mostrato in figura.] Verosimilmente il paziente avrà una lesione a carico di:",A,True,A,"IT0065, A
Reasoning: Clinically epigastric pain with hypotension and relative bradycardia is typical of an inferior (right coronary) infarct. The ECG shows ST-elevation in the inferior leads (II, III, aVF) with reciprocal changes in I/aVL and anterior leads, consistent with an RCA lesion. RCA occlusion often involves the AV-node/RV causing bradycardia and hypotension, fitting the presentation.",True,,,A,"IT0065, A
Reasoning: Quadro clinico coerente con infarto inferiore (dolore epigastrico, ipotensione, bradicardia). L'occlusione della coronaria destra è la causa più frequente di infarto inferiore e può associare interessamento del ventricolo destro con ipotensione e segni di ipovolemia/pressione arteriosa bassa senza edema polmonare, oltre a bradicardia/Blocchi atrioventricolari per ischemia del nodo AV. Le altre arterie (LAD = discendente anteriore, circonflessa/marginale, tronco comune) darebbero pattern e segni diversi (anteriore/laterale o ischemia estesa), non tipici del quadro descritto.",True,,
5,IT0095,"[Un ragazzo di 23 anni è vittima di un incidente automobilistico (moto contro auto). All'arrivo dei soccorsi viene riferito il seguente esame obiettivo neurologico: il paziente giace a occhi chiusi, non li apre né allo stimolo verbale né allo stimolo doloroso, eloquio assente, alla stimolazione algica il paziente tende ad allontanare gli arti dalla fonte dello stimolo. Presenta anisocoria per destra > sinistra.] Il paziente viene trasferito presso il Pronto Soccorso dove viene sottoposto a una TC cerebrale. Quale reperto è verosimilmente apprezzabile alla TC?",C,True,C,"IT0095, C
Reasoning: Quadro clinico tipico di emorragia extra-assiale acuta con rapido deterioramento neurologico e anisocoria ipsilaterale (compressione del III nervo/ernia uncale) dopo trauma contusivo. La TC mostra una raccolta iperdensa, lenticolare/biconvessa extra‑assiale che non attraversa le suture: aspetto classico dell'ematoma epidurale. (Ematoma sottodurale acuto sarebbe a forma di mezzaluna che attraversa le suture; cronico risulterebbe ipo/isosdenso; subgaleale è extracranico; intraparenchimale è dentro il parenchima.)",True,,,C,"IT0095, C
Reasoning: Quadro compatibile con grave trauma cranico acuto (occhi chiusi, assenza di eloquio, risposta motoria di allontanamento alla stimolazione dolorosa → GCS ~6) con anisocoria unilaterale (pupilla destra più ampia) indicativa di compressione del III nervo cranico per erniazione uncale. Nel giovane dopo trauma da moto la lesione classica che determina rapido deterioramento con pupilla dilatata ipsilaterale è l'ematoma epidurale (rottura dell'arteria meningea media); alla TC si vede una raccolta iperdensa lentiforme/biconvessa. Le altre opzioni sono meno probabili: ematoma sottodurale cronico è incompatibile con quadro acuto, sottodurale acuto può dare segni simili ma il quadro clinico descritto è più tipico dell'epidurale; ematoma intraparenchimale e subgaleale non danno tipicamente questo quadro di rapida compressione uncale.",True,,
5,IT0111,"[Un uomo di 37 anni si presenta al Pronto Soccorso per intensa sintomatologia algica al livello della spalla destra. Il paziente riferisce caduta accidentale sul palmo della mano con la spalla atteggiata in modica abduzione ed estensione.] Dopo la valutazione dell'esame radiografico, quale diagnosi si sospetta?",B,True,B,"IT0111, B
Reasoning: Meccanismo di trauma (caduta sul palmo con spalla in abduzione/estensione) tipico per lussazione anteriore gleno-omerale. L'Rx mostra la testa omerale dislocata anteriormente e in basso rispetto alla cavità glenoidea (sede sub-coracoidea), con perdita di congruenza articolare; l'articolazione acromion-claveare appare integra e non ci sono segni di lussazione posteriore o di frattura evidente della glena o del trochite.",True,,,B,"IT0111, B
Reasoning: La caduta sul palmo della mano con la spalla in modica abduzione ed estensione è il meccanismo classico per una lussazione anteriore gleno-omerale (abduzione/estensione + extrarotazione → spostamento anteriore/inferiore della testa omerale). Clinicamente si ha dolore intenso, impossibilità a muovere l'arto, perdita del profilo normale della spalla e spesso scavo sotto l'acromion. La lussazione posteriore ha meccanismi diversi (crampi, scosse elettriche, trauma con adduzione/intrarotazione) e le altre opzioni (lussazione AC, frattura del trochite o della cavità glenoidea) sono meno coerenti con il quadro e la meccanica descritta.",True,,
5,IT0130,[Paziente di 45 anni esegue indagine Risonanza Magnetica della colonna lombare per lombalgia da 2 mesi non responsiva ai farmaci antifiammatori.] L'immagine mostra una RM del rachide lombare su quale dei tre piani anatomici?,A,True,A,"IT0130, A
Reasoning: L'immagine mostra i corpi vertebrali, i dischi intersomatici e il canale midollare/cauda equina in profilo, cioè una vista mediana della colonna lombare. Non c'è alcuna rotazione obliqua per evidenziare i forami o i peduncoli: è un taglio sagittale standard (piano sagittale puro).",True,,,A,"IT0130, A
Reasoning: L'immagine mostra i corpi vertebrali e i dischi lombari in profilo, disposti in successione antero-posteriore con il canale vertebrale e le strutture posteriori (processi spinosi) visibili lungo la linea posteriore: caratteristiche tipiche di una sezione sagittale pura. Non è una vista coronale (che mostrerebbe i corpi latero-mediali), né assiale (che mostrerebbe un singolo disco/vertebra in sezione trasversale). Le opzioni che indicano piani sagittali obliqui per peduncoli o forami descrivono angolazioni specifiche per visualizzare strutture radicolari e non corrispondono all'immagine in profilo completa.",True,,
5,IT0131,[Paziente di 45 anni esegue indagine Risonanza Magnetica della colonna lombare per lombalgia da 2 mesi non responsiva ai farmaci antifiammatori.] Nella RM si rileva una probabile metastasi ossea. Quale indagine è la più appropriata per identificare la presenza di metastasi ossee?,A,True,A,"IT0131, A
Reasoning: Per la ricerca sistemica di metastasi ossee la metodica di prima scelta è la scintigrafia ossea (99mTc‑MDP) perché permette uno screening di tutto lo scheletro con elevata sensibilità per lesioni metastatiche rispetto a esami locali. La TC (anche a bassa dose o con MDC) e l'ecografia non sono idonee come indagine di screening globale: la TC è meno sensibile per le prime lesioni midollari e l'ecografia non valuta l'osso profondamente. (Se fossero disponibili e necessari per ulteriori caratterizzazioni, sono alternative la PET/TC o la risonanza magnetica whole‑body).",True,,,A,"IT0131, A
Reasoning: Per la ricerca sistemica di metastasi ossee la scintigrafia ossea (Tc-99m MDP) è l’esame di scelta come screening: copre tutto lo scheletro, è molto sensibile per lesioni metastatiche (soprattutto osteoblastiche), è economica e pratica. La TC è più specifica e utile per caratterizzare lesioni o per studi locali, ma non è l’indagine di prima scelta per il mapping completo dello scheletro; l’ecografia non è indicata per la valutazione delle metastasi ossee diffuse.",True,,
5,IT0136,[Una donna di 19 anni presenta addominalgia e diarrea postprandiali ed esegue una esofagogastroduodenoscopia nel sospetto di un malassorbimento.] Che cosa si può dedurre dall'immagine?,B,True,B,"IT0136, B
Reasoning: L'immagine endoscopica mostra mucosa con aspetto a mosaico e appiattimento/scalloping delle pliche, tipico di atrofia villare (es. celiachia) responsabile di malassorbimento. Non vi sono segni di fistole/ ascessi, neoformazione, sanguinamento o ulcera.",True,,,B,"IT0136, B
Reasoning: In a young woman with postprandial pain and diarrhoea suggesting malabsorption, endoscopic signs classically point to mucosal atrophy (es. duodenal villous atrophy in celiachia): flattening/scalloping/loss of normal folds and a mosaic appearance. The other choices (fistole/ ascessi, neoplasia, attivo sanguinamento, ulcera) would show respectively sinus tracts/collections, a discrete mass, visible blood, or a craterous lesion — findings not consistent with the picture and clinical suspicion.",True,,
5,IT0169,"[Una donna di 45 anni presenta lesioni eritemato-ipercheratosiche non dolenti, di forma nummulare, a livello della regione scapolare. Si associano lesioni ipercheratosiche [01] con chiazza di alopecia cicatriziale [02] a livello del vertice del cuoio capelluto. Le lesioni del tronco, di vecchia data, tendono anch'esse all'atrofia cicatriziale e a lasciare esiti iperpigmentari soprattutto periferici. Tutte le lesioni tendono al peggioramento dopo l'esposizione solare.] Qual è la terapia più indicata per questa paziente?",B,True,B,"IT0169, B
Reasoning: The clinical picture (erythematous hyperkeratotic nummular plaques on the trunk that worsen with sun exposure, chronic lesions healing with atrophy/hyperpigmentation, and a patch of cicatricial alopecia on the vertex) is typical of chronic cutaneous lupus/discoid lupus erythematosus. First‑line systemic therapy for cutaneous lupus with scalp involvement is antimalarial treatment (idrossiclorochina). nbUVB phototherapy would likely aggravate photosensitive lupus lesions; calcipotriolo, penicillin or oral antifungals are not appropriate for discoid lupus.",True,,,B,"IT0169, B
Reasoning: Quadro clinico compatibile con lupus cutaneo cronico (lesioni discoidi eritemato-ipercheratosiche, fotosensibilità, atrofia e cicatrice con alopecia sul vertice). Terapia sistemica di prima scelta per il lupus cutaneo cronico è l’idrossiclorochina (antimalarico con effetto immunomodulatore). Fototerapia nbUVB è controindicata/per peggiorare per fotosensibilità; calcipotriolo è per psoriasi; penicillina e antimicotici orali non sono appropriati. (Monitoraggio oculare prima e durante idrossiclorochina.)",True,,
5,IT0198,"[Una donna di 22 anni si sottopone a biopsia intestinale dopo un'iniziale valutazione clinica e laboratoristica. L'esame istologico dimostra appiattimento dei villi, iperplasia delle cripte, incremento dei linfociti intraepiteliali, come illustrato nella figura.] Con quale delle seguenti malattie può essere compatibile il reperto istologico?",C,True,C,"IT0198, C
Reasoning: L'immagine mostra la classica triade istologica della malattia celiaca: atrofia/villo appiattimento, iperplasia delle cripte e incremento dei linfociti intraepiteliali (Marsh III). Questi reperti sono tipici della celiachia. Le altre opzioni sono incompatibili: Malattia di Whipple mostra macrofagi PAS-positivi nella lamina propria; Crohn dà infiammazione transmurale, granulomi e lesioni a “salti”; la sensibilità al glutine non-celiaca di solito non presenta la marcata atrofia villare e la iperplasia criptonale tipica; un tumore neuroendocrino mostrerebbe infiltrato/neoplasia cellulare, non questo quadro mucosale.",True,,,C,"IT0198, C
Reasoning: The described histologic triad — villous atrophy (appiattimento dei villi), crypt hyperplasia (iperplasia delle cripte) and increased intraepithelial lymphocytes — is characteristic of celiac disease (Marsh III lesions). Other options are inconsistent: Whipple shows PAS‑positive macrophages in the lamina propria, Crohn’s shows focal/transmural inflammation and granulomas, non‑celiac gluten sensitivity usually lacks the specific morphological triad, and a neuroendocrine tumor would show neoplastic endocrine cells rather than diffuse villous atrophy with crypt hyperplasia.",True,,
5,IT0200,[Un paziente di 65 anni deve essere sottoposto a colecistectomia. In regime di prericovero ha eseguito un controllo radiologico del torace.] L'immagine radiologica mostrata in figura è in prima istanza compatibile con:,B,True,E,"IT0200, E
Reasoning: L'immagine mostra multiple ombre rotonde, di dimensioni simili e ben delimitate, sovrapposte alla proiezione toracica e addominale, tipiche di oggetti esterni radiopachi piuttosto che di lesioni polmonari intrinseche. Le metastasi o la tubercolosi miliare avrebbero molteplici noduli parenchimali di dimensioni variabili o un pattern micronodulare diffuso; le atelettasie sono lineari/lamellari e la polmonite a focolai presenta addensamenti irregolari non perfettamente circolari. La disposizione e l'aspetto sono compatibili con l'ombra degli elettrodi per elettrocardiogramma.",False,,,E,"IT0200, E
Reasoning: L'immagine è caratterizzata da opacità tonde, regolari e di dimensioni simili distribuite sulla superficie toracica, aspetto tipico di artefatti esterni (elettrodi ECG) e non di lesioni parenchimali. Le micronodulazioni da miliare o le metastasi hanno distribuzione e densità intraparenchimale meno regolare; la polmonite multifocale dà addensamenti più a contorni sfumati; le atelettasie appaiono come addensamenti lineari o a cuneo. Pertanto si tratta più verosimilmente dell'ombra degli elettrodi per elettrocardiogramma.",False,,
5,IT0213,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Nella figura il ritmo presente a monitor è:,B,True,B,"IT0213, B
Reasoning: Si tratta di una tachicardia a complessi larghi con morfologia che cambia continuamente (ampiezza/asse variabile) — cioè tachicardia ventricolare polimorfa. Non è fibrillazione ventricolare (che è caotica senza complessi riconoscibili), né tachicardia ventricolare monomorfa (che mantiene lo stesso aspetto dei complessi), né fibrillazione atriale o tachicardia sopraventricolare (che avrebbero complessi sottili o un aspetto diverso).",True,,,E,"IT0213, E
Reasoning: In un paziente con dolore toracico che improvvisamente perde coscienza la causa più probabile è un arresto cardiaco per ritmo ventricolare caotico. La descrizione/immagine tipica di fibrillazione ventricolare mostra un tracciato irregolare, caotico, senza onde QRS riconoscibili né P o T distinte e con ampiezza variabile. Questo si distingue da: tachicardia ventricolare monomorfa (complessi larghi regolari e ripetuti), tachicardia ventricolare polimorfa/torsades (complessi ampi che cambiano gradualmente morfologia e asse in modo più organizzato), tachicardia sopraventricolare (complessi stretti e regolari) e fibrillazione atriale (irregolarità ma con complessi QRS riconoscibili). Pertanto la risposta corretta è fibrillazione ventricolare.",False,,
5,IT0214,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Il trattamento di prima scelta è:,A,True,A,"IT0214, A
Reasoning: Lo tracciato mostra un’aritmia ventricolare rapida e mal organizzata compatibile con FV/TV senza polso dopo dolore toracico acuto. In caso di arresto cardiaco da FV/TV la priorità è la defibrillazione immediata (shock). Farmaci come lidocaina o adrenalina sono successivi/di supporto; manovre vagali o espansione volemica non sono appropriate come primo intervento.",True,,,A,"IT0214, A
Reasoning: In un paziente con dolore retrosternale che improvvisamente perde coscienza si sospetta arresto cardiaco per fibrillazione ventricolare o tachicardia ventricolare senza polso, complicanza comune dell'infarto. Il trattamento di prima scelta è la defibrillazione immediata (shock elettrico) per ripristinare un ritmo efficace. Adrenalina e antiaritmici (es. lidocaina) sono terapie di supporto/secondarie secondo i protocolli ALS se la defibrillazione non è risolutiva; espansione volemica e manovre vagali non sono appropriate come trattamento iniziale in questa situazione.",True,,
5,IT0229,"[Il 13 agosto del 2011, alle ore 20, in Sicilia, un medico legale viene contattato dal Pubblico Ministero in quanto avvisato dalle forze dell'ordine del ritrovamento di un cadavere presso il domicilio dello stesso. Giunto sul luogo, il medico legale viene informato dalla polizia che, a causa dell'odore acre presente nell'appartamento, si era proceduto ad apertura delle finestre di tutte le stanze della casa. Si iniziano le operazioni di sopralluogo, il cadavere si presenta come in figura.] Alla luce dell'immagine allegata e dei dati riportati, considerando una completa risoluzione della rigidità, si può stimare in via preliminare che siano trascorsi:",A,True,A,"IT0229, A
Reasoning: L'immagine mostra chiari segni di putrefazione (addome turgido per formazione di gas, colorazione verdastra/marbling, distacco cutaneo/lesione da scollamento) tipici di putrefazione avanzata ma non ancora di mummificazione o scheletrizzazione. La completa risoluzione della rigidità cadaverica implica che siano trascorse più di 48 ore. In condizioni estive siciliane (agosto) le fasi putrefattive si accelerano: il quadro visivo è coerente con un intervallo post-mortem di alcuni giorni (non ore né mesi/anni). Pertanto la stima preliminare più plausibile è circa 3–5 giorni.",True,,,A,"IT0229, A
Reasoning: La presenza di completa risoluzione della rigidità cadaverica indica che il rigor mortis è ormai passato (normalmente compare entro poche ore, si completa in 12–24 h e si risolve entro circa 36–48 h, variando con la temperatura). L'odore acre segnalato e l'apertura delle finestre suggeriscono fase di putrefazione attiva (gonfiore, scolorimenti, odori) che in ambiente caldo (Sicilia, agosto) si manifesta rapidamente nei giorni successivi al decesso. Tempi di un mese, tre mesi o un anno corrisponderebbero a stadi molto più avanzati (mummificazione/scheletrizzazione) non coerenti con la sola risoluzione della rigidità e l'odore recente. Tempi <24 h sarebbero contrari alla scomparsa completa della rigidità. Quindi la stima preliminare più plausibile è circa 3–5 giorni.",True,,
